visual_node_id,pmid,node_id,degree,component_rank,title,conclusion_text
42248034,42248034,N090269,5,1,"Increasing housing instability and changing spatial distribution of people who inject drugs in Montreal, Canada, 2011-2024.","In the context of declining housing affordability, an increased proportion of PWID are reporting being unsheltered. Further work is needed to examine transitions from stable and precarious housing to being unsheltered. Services supporting precariously housed people may need to diversify their geographic locations, given this population's more dispersed residential profile."
41517320,41517320,N090270,1,1277,ChronoimmunoTOX: A Single-Institution Retrospective Study on How the Time of Administration Impacts Immune Checkpoint Inhibitor Efficacy and Toxicity in Melanoma.,"In this retrospective cohort, morning administration of ICIs was associated with improved PFS and OS in patients with advanced melanoma. While irAE incidence was comparable between groups, patients treated in the afternoon more often required systemic immunosuppression."
41783637,41783637,N090271,1,1,Shifting Enteric Fever Epidemiology in Children in Nepal: Is the Burden of Salmonella Paratyphi on the Rise?,We observed that the proportion of Salmonella Paratyphi cases has increased in the post-typhoid conjugate vaccine years compared with the pre-typhoid conjugate vaccine period. The development of effective vaccines targeting both typhoid and paratyphoid remains crucial for comprehensive disease control.
42353093,42353093,N090276,1,276,"Genomic and Metabolomic Comparisons Provide New Insights into Plant Cell Wall Degradation, Mating Diversity and Secondary Metabolites in Brown and White Commercial Hypsizygus marmoreus Varieties.","Comparative genomic analysis further indicated that the brown strain can biosynthesize melanin-like compounds using chorismate as the starting molecule, with tyrosinase acting as a key enzyme. Collectively, these findings improve our understanding of the genetic basis underlying the phenotypic differences between the two H. marmoreus varieties."
41606880,41606880,N090282,5,1,"Insight into emulsion gels stabilized by soy protein isolate-flavonoid complexes: based on structural, interfacial, and emulsifying properties of the protein.","After stabilization by SPI-flavonoid complexes, the texture analysis results indicated that the emulsion gel strength was further enhanced, exhibiting greater hardness, springiness, adhesiveness, and chewiness. Moreover, results from low-field nuclear magnetic resonance, scanning electron microscopy, confocal laser scanning microscopy, and rheology indicated that the emulsion gel stabilized by SPI-flavonoid complexes possessed high water-holding capacity, denser microstructure, and elevated G' and G'' values (G' > G'')."
41069560,41069560,N090283,1,1370,Service quality in hospital inpatient care: SERVQUAL model approach.,"Enhancing empathy, assurance and responsiveness can significantly improve patient satisfaction. Hospitals should prioritise patient-centred communication, staff competency and responsiveness to optimise health care experiences and trust. CONTRIBUTION: This study provides valuable insights for health care administrators and policymakers, offering practical strategies to enhance inpatient service quality."
42365307,42365307,N090284,5,1,Joint association of body roundness index and HOMA-IR with risk of MASLD in Korean populations.,Combining HOMA-IR with body shape-related obesity markers like BRI provides a more robust prediction of MASLD risk than individual indices. These findings suggest that integrated monitoring of metabolic and morphological profiles is essential for the early identification of high-risk populations.
42253738,42253738,N090288,5,1,Caffeine and physical performance in female intermittent sport athletes: a systematic review and meta-analysis considering menstrual cycle phase.,"Caffeine was associated with improvements in vertical jump and agility in females from intermittent sports. However, the small number of studies reporting menstrual cycle details, lack of appropriate experimental designs, and absence of rigorous menstrual cycle verification limit inference regarding phase-dependent effects. These findings highlight the need for well-designed studies to robustly test whether caffeine responses differ across menstrual cycle phases."
41899669,41899669,N090295,1,3234,"The Relationship Between Social Determinants of Health and Cigarette Smoking Behaviors Among Adults in the United States, Behavioral Risk Factor Surveillance System (BRFSS), 2023.","Food insecurity and utility insecurity were independent risk factors for using menthol cigarettes. Findings demonstrate that SDoH is a strong predictor of cigarette smoking status, menthol cigarette smoking, and past-year quit attempts among U.S. adults."
42365147,42365147,N090300,5,1,Extended Preoperative Immunotherapy Duration Reduces the Risk of Myasthenia Gravis Exacerbation for Patients with Thymoma: A Multicenter Retrospective Cohort Study.,A preoperative immunotherapy duration exceeding 14 days is crucial for improving postoperative outcomes for TAMG.
41844096,41844096,N090306,2,13,Cognitive Ability in Pediatric-Onset Multiple Sclerosis: A Case Series.,"Children with POMS presenting at a younger age are at increased risk of cognitive impairment, especially during the early stages of the disease. Some clinical and radiological factors can predict worse intellectual performance, while high-efficacy disease-modifying treatment like Fingolimod and its precocious initiation is associated with better cognitive prognosis."
41808760,41808760,N090307,1,3225,"Assessing the knowledge, practices and collaborative readiness of community pharmacists' management of progressive joint disorders in South Africa.","Pharmacists play a pivotal role in PJD management and require better training, awareness and structured referral pathways to enhance multidisciplinary care and optimise patient outcomes. CONTRIBUTION: This study highlights the need for evidence-based referral guidelines and interprofessional education in pharmacy curricula to strengthen pharmacists' role in multidisciplinary PJD care."
41375950,41375950,N090312,1,1,Anti-Skin Aging Potential of Methoxyflavones from Kaempferia parviflora Against TNF-α-Induced Oxidative Stress and Photoaging in Normal Human Dermal Fibroblasts.,"All methoxyflavones, except compound 3 , significantly suppressed TNF-α-induced ROS generation, while compounds 3 - 5 markedly reduced MMP-1 secretion. Collectively, these findings highlight the mechanistic significance of methoxyflavones 4 and 5 as dual-acting antioxidant and ECM-protective agents that counteract skin aging through selective regulation of MAPK signaling."
42258562,42258562,N090313,1,2293,Elucidation of the Material Basis of Yiqi Qingjie Formula Against IgA Nephropathy Using UHPLC-Q-Orbitrap HRMS Integrated with Network Pharmacology.,"Molecular docking analysis predicted favorable binding interactions between six critical targets (CASP3, IGF1R, JUN, STAT3, PRKCB, and PIK3CA) and three major blood-absorbed compounds-Deacetylasperulosidic acid, Geniposidic acid, and Dioscin -with consistently low binding energies, suggesting potential interactions. Deacetylasperulosidic acid, Geniposidic acid, and Dioscin are suggested as key active constituents contributing to these effects."
